"Datum";"+A/84121509 [kW]";"Status";
"22.02.2024 03:45:00";0,164;"namìøená data OK";
"22.02.2024 04:00:00";0,135;"namìøená data OK";
"22.02.2024 04:15:00";0,155;"namìøená data OK";
"22.02.2024 04:30:00";0,143;"namìøená data OK";
"22.02.2024 04:45:00";0,152;"namìøená data OK";
"22.02.2024 05:00:00";0,149;"namìøená data OK";
"22.02.2024 05:15:00";0,158;"namìøená data OK";
"22.02.2024 05:30:00";0,359;"namìøená data OK";
"22.02.2024 05:45:00";0,428;"namìøená data OK";
"22.02.2024 06:00:00";0,61;"namìøená data OK";
"22.02.2024 06:15:00";0,528;"namìøená data OK";
"22.02.2024 06:30:00";2,224;"namìøená data OK";
"22.02.2024 06:45:00";2,99;"namìøená data OK";
"22.02.2024 07:00:00";2,938;"namìøená data OK";
"22.02.2024 07:15:00";2,864;"namìøená data OK";
"22.02.2024 07:30:00";2,116;"namìøená data OK";
"22.02.2024 07:45:00";1,907;"namìøená data OK";
"22.02.2024 08:00:00";1,916;"namìøená data OK";
"22.02.2024 08:15:00";1,897;"namìøená data OK";
"22.02.2024 08:30:00";1,862;"namìøená data OK";
"22.02.2024 08:45:00";1,89;"namìøená data OK";
"22.02.2024 09:00:00";0,725;"namìøená data OK";
"22.02.2024 09:15:00";0,153;"namìøená data OK";
"22.02.2024 09:30:00";0,301;"namìøená data OK";
"22.02.2024 09:45:00";0,22;"namìøená data OK";
"22.02.2024 10:00:00";0,361;"namìøená data OK";
"22.02.2024 10:15:00";1,248;"namìøená data OK";
"22.02.2024 10:30:00";0,464;"namìøená data OK";
"22.02.2024 10:45:00";1,702;"namìøená data OK";
"22.02.2024 11:00:00";2,231;"namìøená data OK";
"22.02.2024 11:15:00";1,68;"namìøená data OK";
"22.02.2024 11:30:00";0,322;"namìøená data OK";
"22.02.2024 11:45:00";1,907;"namìøená data OK";
"22.02.2024 12:00:00";3,139;"namìøená data OK";
"22.02.2024 12:15:00";1,507;"namìøená data OK";
"22.02.2024 12:30:00";1,488;"namìøená data OK";
"22.02.2024 12:45:00";1,81;"namìøená data OK";
"22.02.2024 13:00:00";0,33;"namìøená data OK";
"22.02.2024 13:15:00";0,177;"namìøená data OK";
"22.02.2024 13:30:00";0,037;"namìøená data OK";
"22.02.2024 13:45:00";0,055;"namìøená data OK";
"22.02.2024 14:00:00";0,001;"namìøená data OK";
"22.02.2024 14:15:00";0;"namìøená data OK";
"22.02.2024 14:30:00";0;"namìøená data OK";
"22.02.2024 14:45:00";0,001;"namìøená data OK";
"22.02.2024 15:00:00";0;"namìøená data OK";
"22.02.2024 15:15:00";0,004;"namìøená data OK";
"22.02.2024 15:30:00";0,021;"namìøená data OK";
"22.02.2024 15:45:00";1,15;"namìøená data OK";
"22.02.2024 16:00:00";1,882;"namìøená data OK";
"22.02.2024 16:15:00";2,611;"namìøená data OK";
"22.02.2024 16:30:00";1,931;"namìøená data OK";
"22.02.2024 16:45:00";2,157;"namìøená data OK";
"22.02.2024 17:00:00";2,4;"namìøená data OK";
"22.02.2024 17:15:00";3,951;"namìøená data OK";
"22.02.2024 17:30:00";3,968;"namìøená data OK";
"22.02.2024 17:45:00";3,858;"namìøená data OK";
"22.02.2024 18:00:00";3,86;"namìøená data OK";
"22.02.2024 18:15:00";3,933;"namìøená data OK";
"22.02.2024 18:30:00";4,374;"namìøená data OK";
"22.02.2024 18:45:00";4,848;"namìøená data OK";
"22.02.2024 19:00:00";4,717;"namìøená data OK";
"22.02.2024 19:15:00";4,453;"namìøená data OK";
"22.02.2024 19:30:00";4,371;"namìøená data OK";
"22.02.2024 19:45:00";3,991;"namìøená data OK";
"22.02.2024 20:00:00";3,669;"namìøená data OK";
"22.02.2024 20:15:00";0,294;"namìøená data OK";
"22.02.2024 20:30:00";0,327;"namìøená data OK";
"22.02.2024 20:45:00";0,27;"namìøená data OK";
"22.02.2024 21:00:00";0,228;"namìøená data OK";
"22.02.2024 21:15:00";0,212;"namìøená data OK";
"22.02.2024 21:30:00";0,204;"namìøená data OK";
"22.02.2024 21:45:00";0,241;"namìøená data OK";
"22.02.2024 22:00:00";0,186;"namìøená data OK";
"22.02.2024 22:15:00";0,244;"namìøená data OK";
"22.02.2024 22:30:00";0,214;"namìøená data OK";
"22.02.2024 22:45:00";0,245;"namìøená data OK";
"22.02.2024 23:00:00";0,249;"namìøená data OK";
"22.02.2024 23:15:00";0,23;"namìøená data OK";
"22.02.2024 23:30:00";0,181;"namìøená data OK";
"22.02.2024 23:45:00";0,123;"namìøená data OK";
"22.02.2024 24:00:00";0,17;"namìøená data OK";
"23.02.2024 00:15:00";0,117;"namìøená data OK";
"23.02.2024 00:30:00";0,167;"namìøená data OK";
"23.02.2024 00:45:00";0,13;"namìøená data OK";
"23.02.2024 01:00:00";0,151;"namìøená data OK";
"23.02.2024 01:15:00";0,146;"namìøená data OK";
"23.02.2024 01:30:00";0,136;"namìøená data OK";
"23.02.2024 01:45:00";0,161;"namìøená data OK";
"23.02.2024 02:00:00";0,121;"namìøená data OK";
"23.02.2024 02:15:00";0,176;"namìøená data OK";
"23.02.2024 02:30:00";0,119;"namìøená data OK";
"23.02.2024 02:45:00";0,162;"namìøená data OK";
"23.02.2024 03:00:00";0,137;"namìøená data OK";
"23.02.2024 03:15:00";0,179;"namìøená data OK";
"23.02.2024 03:30:00";0,166;"namìøená data OK";
"23.02.2024 03:45:00";0,142;"namìøená data OK";
"23.02.2024 04:00:00";0,169;"namìøená data OK";
"23.02.2024 04:15:00";0,122;"namìøená data OK";
"23.02.2024 04:30:00";0,175;"namìøená data OK";
"23.02.2024 04:45:00";0,118;"namìøená data OK";
"23.02.2024 05:00:00";0,156;"namìøená data OK";
"23.02.2024 05:15:00";0,134;"namìøená data OK";
"23.02.2024 05:30:00";0,144;"namìøená data OK";
"23.02.2024 05:45:00";0,328;"namìøená data OK";
"23.02.2024 06:00:00";0,302;"namìøená data OK";
"23.02.2024 06:15:00";0,724;"namìøená data OK";
"23.02.2024 06:30:00";2,529;"namìøená data OK";
"23.02.2024 06:45:00";3,045;"namìøená data OK";
"23.02.2024 07:00:00";2,78;"namìøená data OK";
"23.02.2024 07:15:00";2,374;"namìøená data OK";
"23.02.2024 07:30:00";1,384;"namìøená data OK";
"23.02.2024 07:45:00";0,139;"namìøená data OK";
"23.02.2024 08:00:00";0,155;"namìøená data OK";
"23.02.2024 08:15:00";0,116;"namìøená data OK";
"23.02.2024 08:30:00";0,044;"namìøená data OK";
"23.02.2024 08:45:00";0,007;"namìøená data OK";
"23.02.2024 09:00:00";0,084;"namìøená data OK";
"23.02.2024 09:15:00";0,033;"namìøená data OK";
"23.02.2024 09:30:00";0,008;"namìøená data OK";
"23.02.2024 09:45:00";0,026;"namìøená data OK";
"23.02.2024 10:00:00";0,048;"namìøená data OK";
"23.02.2024 10:15:00";0,881;"namìøená data OK";
"23.02.2024 10:30:00";1,868;"namìøená data OK";
"23.02.2024 10:45:00";1,924;"namìøená data OK";
"23.02.2024 11:00:00";1,393;"namìøená data OK";
"23.02.2024 11:15:00";1,467;"namìøená data OK";
"23.02.2024 11:30:00";0,184;"namìøená data OK";
"23.02.2024 11:45:00";0;"namìøená data OK";
"23.02.2024 12:00:00";0,015;"namìøená data OK";
"23.02.2024 12:15:00";0;"namìøená data OK";
"23.02.2024 12:30:00";0;"namìøená data OK";
"23.02.2024 12:45:00";0,001;"namìøená data OK";
"23.02.2024 13:00:00";0;"namìøená data OK";
"23.02.2024 13:15:00";0,001;"namìøená data OK";
"23.02.2024 13:30:00";0,015;"namìøená data OK";
"23.02.2024 13:45:00";0;"namìøená data OK";
"23.02.2024 14:00:00";0,944;"namìøená data OK";
"23.02.2024 14:15:00";0,439;"namìøená data OK";
"23.02.2024 14:30:00";1,5;"namìøená data OK";
"23.02.2024 14:45:00";0,007;"namìøená data OK";
"23.02.2024 15:00:00";1,107;"namìøená data OK";
"23.02.2024 15:15:00";2,117;"namìøená data OK";
"23.02.2024 15:30:00";1,433;"namìøená data OK";
"23.02.2024 15:45:00";1,736;"namìøená data OK";
"23.02.2024 16:00:00";0,254;"namìøená data OK";
"23.02.2024 16:15:00";0,064;"namìøená data OK";
"23.02.2024 16:30:00";0,112;"namìøená data OK";
"23.02.2024 16:45:00";0,131;"namìøená data OK";
"23.02.2024 17:00:00";0,343;"namìøená data OK";
"23.02.2024 17:15:00";3,544;"namìøená data OK";
"23.02.2024 17:30:00";3,894;"namìøená data OK";
"23.02.2024 17:45:00";3,905;"namìøená data OK";
"23.02.2024 18:00:00";3,577;"namìøená data OK";
"23.02.2024 18:15:00";3,599;"namìøená data OK";
"23.02.2024 18:30:00";4,396;"namìøená data OK";
"23.02.2024 18:45:00";4,32;"namìøená data OK";
"23.02.2024 19:00:00";3,358;"namìøená data OK";
"23.02.2024 19:15:00";1,46;"namìøená data OK";
"23.02.2024 19:30:00";1,888;"namìøená data OK";
"23.02.2024 19:45:00";1,988;"namìøená data OK";
"23.02.2024 20:00:00";1,937;"namìøená data OK";
"23.02.2024 20:15:00";1,546;"namìøená data OK";
"23.02.2024 20:30:00";0,191;"namìøená data OK";
"23.02.2024 20:45:00";0,109;"namìøená data OK";
"23.02.2024 21:00:00";0,162;"namìøená data OK";
"23.02.2024 21:15:00";0,251;"namìøená data OK";
"23.02.2024 21:30:00";0,446;"namìøená data OK";
"23.02.2024 21:45:00";0,118;"namìøená data OK";
"23.02.2024 22:00:00";0,138;"namìøená data OK";
"23.02.2024 22:15:00";0,133;"namìøená data OK";
"23.02.2024 22:30:00";0,326;"namìøená data OK";
"23.02.2024 22:45:00";0,201;"namìøená data OK";
"23.02.2024 23:00:00";0,117;"namìøená data OK";
"23.02.2024 23:15:00";0,144;"namìøená data OK";
"23.02.2024 23:30:00";0,101;"namìøená data OK";
"23.02.2024 23:45:00";0,426;"namìøená data OK";
"23.02.2024 24:00:00";0,499;"namìøená data OK";
"24.02.2024 00:15:00";0,147;"namìøená data OK";
"24.02.2024 00:30:00";0,109;"namìøená data OK";
"24.02.2024 00:45:00";0,135;"namìøená data OK";
"24.02.2024 01:00:00";0,123;"namìøená data OK";
"24.02.2024 01:15:00";0,121;"namìøená data OK";
"24.02.2024 01:30:00";0,133;"namìøená data OK";
"24.02.2024 01:45:00";0,109;"namìøená data OK";
"24.02.2024 02:00:00";0,148;"namìøená data OK";
"24.02.2024 02:15:00";0,102;"namìøená data OK";
"24.02.2024 02:30:00";0,151;"namìøená data OK";
"24.02.2024 02:45:00";0,103;"namìøená data OK";
"24.02.2024 03:00:00";0,14;"namìøená data OK";
"24.02.2024 03:15:00";0,116;"namìøená data OK";
"24.02.2024 03:30:00";0,125;"namìøená data OK";
"24.02.2024 03:45:00";0,129;"namìøená data OK";
"24.02.2024 04:00:00";0,114;"namìøená data OK";
"24.02.2024 04:15:00";0,141;"namìøená data OK";
"24.02.2024 04:30:00";0,102;"namìøená data OK";
"24.02.2024 04:45:00";0,151;"namìøená data OK";
"24.02.2024 05:00:00";0,103;"namìøená data OK";
"24.02.2024 05:15:00";0,477;"namìøená data OK";
"24.02.2024 05:30:00";0,857;"namìøená data OK";
"24.02.2024 05:45:00";0,255;"namìøená data OK";
"24.02.2024 06:00:00";0,124;"namìøená data OK";
"24.02.2024 06:15:00";0,565;"namìøená data OK";
"24.02.2024 06:30:00";2,167;"namìøená data OK";
"24.02.2024 06:45:00";2,709;"namìøená data OK";
"24.02.2024 07:00:00";2,812;"namìøená data OK";
"24.02.2024 07:15:00";2,611;"namìøená data OK";
"24.02.2024 07:30:00";1,917;"namìøená data OK";
"24.02.2024 07:45:00";1,796;"namìøená data OK";
"24.02.2024 08:00:00";0,57;"namìøená data OK";
"24.02.2024 08:15:00";0,028;"namìøená data OK";
"24.02.2024 08:30:00";0,007;"namìøená data OK";
"24.02.2024 08:45:00";0,003;"namìøená data OK";
"24.02.2024 09:00:00";0,004;"namìøená data OK";
"24.02.2024 09:15:00";0,006;"namìøená data OK";
"24.02.2024 09:30:00";0,011;"namìøená data OK";
"24.02.2024 09:45:00";0,006;"namìøená data OK";
"24.02.2024 10:00:00";0;"namìøená data OK";
"24.02.2024 10:15:00";0;"namìøená data OK";
"24.02.2024 10:30:00";0;"namìøená data OK";
"24.02.2024 10:45:00";0;"namìøená data OK";
"24.02.2024 11:00:00";0;"namìøená data OK";
"24.02.2024 11:15:00";0;"namìøená data OK";
"24.02.2024 11:30:00";0;"namìøená data OK";
"24.02.2024 11:45:00";0;"namìøená data OK";
"24.02.2024 12:00:00";0,004;"namìøená data OK";
"24.02.2024 12:15:00";0;"namìøená data OK";
"24.02.2024 12:30:00";0,065;"namìøená data OK";
"24.02.2024 12:45:00";0,017;"namìøená data OK";
"24.02.2024 13:00:00";0,11;"namìøená data OK";
"24.02.2024 13:15:00";0,001;"namìøená data OK";
"24.02.2024 13:30:00";0,003;"namìøená data OK";
"24.02.2024 13:45:00";0,006;"namìøená data OK";
"24.02.2024 14:00:00";0,001;"namìøená data OK";
"24.02.2024 14:15:00";0;"namìøená data OK";
"24.02.2024 14:30:00";0;"namìøená data OK";
"24.02.2024 14:45:00";0;"namìøená data OK";
"24.02.2024 15:00:00";0;"namìøená data OK";
"24.02.2024 15:15:00";0;"namìøená data OK";
"24.02.2024 15:30:00";0;"namìøená data OK";
"24.02.2024 15:45:00";0,001;"namìøená data OK";
"24.02.2024 16:00:00";0;"namìøená data OK";
"24.02.2024 16:15:00";0,016;"namìøená data OK";
"24.02.2024 16:30:00";0;"namìøená data OK";
"24.02.2024 16:45:00";0,004;"namìøená data OK";
"24.02.2024 17:00:00";0,109;"namìøená data OK";
"24.02.2024 17:15:00";3,095;"namìøená data OK";
"24.02.2024 17:30:00";0,728;"namìøená data OK";
"24.02.2024 17:45:00";0,114;"namìøená data OK";
"24.02.2024 18:00:00";0,147;"namìøená data OK";
"24.02.2024 18:15:00";0,111;"namìøená data OK";
"24.02.2024 18:30:00";0,132;"namìøená data OK";
"24.02.2024 18:45:00";0,127;"namìøená data OK";
"24.02.2024 19:00:00";0,122;"namìøená data OK";
"24.02.2024 19:15:00";0,137;"namìøená data OK";
"24.02.2024 19:30:00";0,107;"namìøená data OK";
"24.02.2024 19:45:00";0,151;"namìøená data OK";
"24.02.2024 20:00:00";0,876;"namìøená data OK";
"24.02.2024 20:15:00";1,771;"namìøená data OK";
"24.02.2024 20:30:00";0,241;"namìøená data OK";
"24.02.2024 20:45:00";0,183;"namìøená data OK";
"24.02.2024 21:00:00";0,205;"namìøená data OK";
"24.02.2024 21:15:00";0,115;"namìøená data OK";
"24.02.2024 21:30:00";0,149;"namìøená data OK";
"24.02.2024 21:45:00";0,113;"namìøená data OK";
"24.02.2024 22:00:00";0,141;"namìøená data OK";
"24.02.2024 22:15:00";0,122;"namìøená data OK";
"24.02.2024 22:30:00";0,127;"namìøená data OK";
"24.02.2024 22:45:00";0,128;"namìøená data OK";
"24.02.2024 23:00:00";0,123;"namìøená data OK";
"24.02.2024 23:15:00";0,137;"namìøená data OK";
"24.02.2024 23:30:00";0,109;"namìøená data OK";
"24.02.2024 23:45:00";0,144;"namìøená data OK";
"24.02.2024 24:00:00";0,103;"namìøená data OK";
"25.02.2024 00:15:00";0,153;"namìøená data OK";
"25.02.2024 00:30:00";0,102;"namìøená data OK";
"25.02.2024 00:45:00";0,143;"namìøená data OK";
"25.02.2024 01:00:00";0,111;"namìøená data OK";
"25.02.2024 01:15:00";0,131;"namìøená data OK";
"25.02.2024 01:30:00";0,123;"namìøená data OK";
"25.02.2024 01:45:00";0,119;"namìøená data OK";
"25.02.2024 02:00:00";0,135;"namìøená data OK";
"25.02.2024 02:15:00";0,106;"namìøená data OK";
"25.02.2024 02:30:00";0,147;"namìøená data OK";
"25.02.2024 02:45:00";0,103;"namìøená data OK";
"25.02.2024 03:00:00";0,15;"namìøená data OK";
"25.02.2024 03:15:00";0,103;"namìøená data OK";
"25.02.2024 03:30:00";0,137;"namìøená data OK";
"25.02.2024 03:45:00";0,117;"namìøená data OK";
"25.02.2024 04:00:00";0,125;"namìøená data OK";
"25.02.2024 04:15:00";0,128;"namìøená data OK";
"25.02.2024 04:30:00";0,313;"namìøená data OK";
"25.02.2024 04:45:00";0,404;"namìøená data OK";
"25.02.2024 05:00:00";0,187;"namìøená data OK";
"25.02.2024 05:15:00";0,733;"namìøená data OK";
"25.02.2024 05:30:00";0,167;"namìøená data OK";
"25.02.2024 05:45:00";0,142;"namìøená data OK";
"25.02.2024 06:00:00";0,111;"namìøená data OK";
"25.02.2024 06:15:00";0,563;"namìøená data OK";
"25.02.2024 06:30:00";2,107;"namìøená data OK";
"25.02.2024 06:45:00";2,745;"namìøená data OK";
"25.02.2024 07:00:00";2,741;"namìøená data OK";
"25.02.2024 07:15:00";1,996;"namìøená data OK";
"25.02.2024 07:30:00";1,943;"namìøená data OK";
"25.02.2024 07:45:00";1,901;"namìøená data OK";
"25.02.2024 08:00:00";1,945;"namìøená data OK";
"25.02.2024 08:15:00";1,899;"namìøená data OK";
"25.02.2024 08:30:00";1,784;"namìøená data OK";
"25.02.2024 08:45:00";0,352;"namìøená data OK";
"25.02.2024 09:00:00";0,003;"namìøená data OK";
"25.02.2024 09:15:00";0;"namìøená data OK";
"25.02.2024 09:30:00";0;"namìøená data OK";
"25.02.2024 09:45:00";0;"namìøená data OK";
"25.02.2024 10:00:00";0;"namìøená data OK";
"25.02.2024 10:15:00";0,001;"namìøená data OK";
"25.02.2024 10:30:00";0;"namìøená data OK";
"25.02.2024 10:45:00";0;"namìøená data OK";
"25.02.2024 11:00:00";0,008;"namìøená data OK";
"25.02.2024 11:15:00";0,035;"namìøená data OK";
"25.02.2024 11:30:00";0,006;"namìøená data OK";
"25.02.2024 11:45:00";0,004;"namìøená data OK";
"25.02.2024 12:00:00";0,305;"namìøená data OK";
"25.02.2024 12:15:00";0,625;"namìøená data OK";
"25.02.2024 12:30:00";0,508;"namìøená data OK";
"25.02.2024 12:45:00";0,376;"namìøená data OK";
"25.02.2024 13:00:00";0,387;"namìøená data OK";
"25.02.2024 13:15:00";0;"namìøená data OK";
"25.02.2024 13:30:00";0;"namìøená data OK";
"25.02.2024 13:45:00";0;"namìøená data OK";
"25.02.2024 14:00:00";0;"namìøená data OK";
"25.02.2024 14:15:00";0;"namìøená data OK";
"25.02.2024 14:30:00";0;"namìøená data OK";
"25.02.2024 14:45:00";0;"namìøená data OK";
"25.02.2024 15:00:00";0,001;"namìøená data OK";
"25.02.2024 15:15:00";0,004;"namìøená data OK";
"25.02.2024 15:30:00";0;"namìøená data OK";
"25.02.2024 15:45:00";0;"namìøená data OK";
"25.02.2024 16:00:00";0;"namìøená data OK";
"25.02.2024 16:15:00";0;"namìøená data OK";
"25.02.2024 16:30:00";0;"namìøená data OK";
"25.02.2024 16:45:00";0;"namìøená data OK";
"25.02.2024 17:00:00";0;"namìøená data OK";
"25.02.2024 17:15:00";0,008;"namìøená data OK";
"25.02.2024 17:30:00";0,13;"namìøená data OK";
"25.02.2024 17:45:00";0,132;"namìøená data OK";
"25.02.2024 18:00:00";0,147;"namìøená data OK";
"25.02.2024 18:15:00";0,11;"namìøená data OK";
"25.02.2024 18:30:00";2,004;"namìøená data OK";
"25.02.2024 18:45:00";2,102;"namìøená data OK";
"25.02.2024 19:00:00";2,123;"namìøená data OK";
"25.02.2024 19:15:00";2,234;"namìøená data OK";
"25.02.2024 19:30:00";5,413;"namìøená data OK";
"25.02.2024 19:45:00";4,664;"namìøená data OK";
"25.02.2024 20:00:00";3,731;"namìøená data OK";
"25.02.2024 20:15:00";0,456;"namìøená data OK";
"25.02.2024 20:30:00";0,371;"namìøená data OK";
"25.02.2024 20:45:00";0,558;"namìøená data OK";
"25.02.2024 21:00:00";0,697;"namìøená data OK";
"25.02.2024 21:15:00";0,298;"namìøená data OK";
"25.02.2024 21:30:00";0,253;"namìøená data OK";
"25.02.2024 21:45:00";0,228;"namìøená data OK";
"25.02.2024 22:00:00";0,183;"namìøená data OK";
"25.02.2024 22:15:00";0,191;"namìøená data OK";
"25.02.2024 22:30:00";0,161;"namìøená data OK";
"25.02.2024 22:45:00";0,198;"namìøená data OK";
"25.02.2024 23:00:00";0,152;"namìøená data OK";
"25.02.2024 23:15:00";0,245;"namìøená data OK";
"25.02.2024 23:30:00";0,125;"namìøená data OK";
"25.02.2024 23:45:00";0,146;"namìøená data OK";
"25.02.2024 24:00:00";0,123;"namìøená data OK";
"26.02.2024 00:15:00";0,146;"namìøená data OK";
"26.02.2024 00:30:00";0,139;"namìøená data OK";
"26.02.2024 00:45:00";0,136;"namìøená data OK";
"26.02.2024 01:00:00";0,495;"namìøená data OK";
"26.02.2024 01:15:00";0,487;"namìøená data OK";
"26.02.2024 01:30:00";0,162;"namìøená data OK";
"26.02.2024 01:45:00";0,117;"namìøená data OK";
"26.02.2024 02:00:00";0,168;"namìøená data OK";
"26.02.2024 02:15:00";0,118;"namìøená data OK";
"26.02.2024 02:30:00";0,323;"namìøená data OK";
"26.02.2024 02:45:00";0,252;"namìøená data OK";
"26.02.2024 03:00:00";0,146;"namìøená data OK";
"26.02.2024 03:15:00";0,142;"namìøená data OK";
"26.02.2024 03:30:00";0,134;"namìøená data OK";
"26.02.2024 03:45:00";0,154;"namìøená data OK";
"26.02.2024 04:00:00";0,122;"namìøená data OK";
"26.02.2024 04:15:00";0,166;"namìøená data OK";
"26.02.2024 04:30:00";0,119;"namìøená data OK";
"26.02.2024 04:45:00";0,164;"namìøená data OK";
"26.02.2024 05:00:00";0,121;"namìøená data OK";
"26.02.2024 05:15:00";0,151;"namìøená data OK";
"26.02.2024 05:30:00";0,133;"namìøená data OK";
"26.02.2024 05:45:00";0,14;"namìøená data OK";
"26.02.2024 06:00:00";0,26;"namìøená data OK";
"26.02.2024 06:15:00";0,818;"namìøená data OK";
"26.02.2024 06:30:00";2,688;"namìøená data OK";
"26.02.2024 06:45:00";2,845;"namìøená data OK";
"26.02.2024 07:00:00";2,804;"namìøená data OK";
"26.02.2024 07:15:00";2,753;"namìøená data OK";
"26.02.2024 07:30:00";1,232;"namìøená data OK";
"26.02.2024 07:45:00";0,769;"namìøená data OK";
"26.02.2024 08:00:00";1,543;"namìøená data OK";
"26.02.2024 08:15:00";1,454;"namìøená data OK";
"26.02.2024 08:30:00";0,943;"namìøená data OK";
"26.02.2024 08:45:00";1,1;"namìøená data OK";
"26.02.2024 09:00:00";0,013;"namìøená data OK";
"26.02.2024 09:15:00";0,002;"namìøená data OK";
"26.02.2024 09:30:00";0;"namìøená data OK";
"26.02.2024 09:45:00";0,045;"namìøená data OK";
"26.02.2024 10:00:00";0,116;"namìøená data OK";
"26.02.2024 10:15:00";0,001;"namìøená data OK";
"26.02.2024 10:30:00";0,006;"namìøená data OK";
"26.02.2024 10:45:00";0,005;"namìøená data OK";
"26.02.2024 11:00:00";0,018;"namìøená data OK";
"26.02.2024 11:15:00";0,015;"namìøená data OK";
"26.02.2024 11:30:00";0,015;"namìøená data OK";
"26.02.2024 11:45:00";0,007;"namìøená data OK";
"26.02.2024 12:00:00";0,009;"namìøená data OK";
"26.02.2024 12:15:00";0,006;"namìøená data OK";
"26.02.2024 12:30:00";0,215;"namìøená data OK";
"26.02.2024 12:45:00";0,41;"namìøená data OK";
"26.02.2024 13:00:00";0,614;"namìøená data OK";
"26.02.2024 13:15:00";0,641;"namìøená data OK";
"26.02.2024 13:30:00";0,003;"namìøená data OK";
"26.02.2024 13:45:00";0;"namìøená data OK";
"26.02.2024 14:00:00";0;"namìøená data OK";
"26.02.2024 14:15:00";0;"namìøená data OK";
"26.02.2024 14:30:00";0,005;"namìøená data OK";
"26.02.2024 14:45:00";0,009;"namìøená data OK";
"26.02.2024 15:00:00";0,134;"namìøená data OK";
"26.02.2024 15:15:00";0,037;"namìøená data OK";
"26.02.2024 15:30:00";0,012;"namìøená data OK";
"26.02.2024 15:45:00";0,034;"namìøená data OK";
"26.02.2024 16:00:00";0,021;"namìøená data OK";
"26.02.2024 16:15:00";0,032;"namìøená data OK";
"26.02.2024 16:30:00";0,039;"namìøená data OK";
"26.02.2024 16:45:00";0,017;"namìøená data OK";
"26.02.2024 17:00:00";0,245;"namìøená data OK";
"26.02.2024 17:15:00";3,625;"namìøená data OK";
"26.02.2024 17:30:00";3,717;"namìøená data OK";
"26.02.2024 17:45:00";5,311;"namìøená data OK";
"26.02.2024 18:00:00";5,441;"namìøená data OK";
"26.02.2024 18:15:00";5,633;"namìøená data OK";
"26.02.2024 18:30:00";2,742;"namìøená data OK";
"26.02.2024 18:45:00";2,3;"namìøená data OK";
"26.02.2024 19:00:00";0,989;"namìøená data OK";
"26.02.2024 19:15:00";1,084;"namìøená data OK";
"26.02.2024 19:30:00";0,65;"namìøená data OK";
"26.02.2024 19:45:00";2,681;"namìøená data OK";
"26.02.2024 20:00:00";2,853;"namìøená data OK";
"26.02.2024 20:15:00";1,041;"namìøená data OK";
"26.02.2024 20:30:00";0,993;"namìøená data OK";
"26.02.2024 20:45:00";0,706;"namìøená data OK";
"26.02.2024 21:00:00";0,718;"namìøená data OK";
"26.02.2024 21:15:00";0,349;"namìøená data OK";
"26.02.2024 21:30:00";0,259;"namìøená data OK";
"26.02.2024 21:45:00";0,629;"namìøená data OK";
"26.02.2024 22:00:00";1,066;"namìøená data OK";
"26.02.2024 22:15:00";0,863;"namìøená data OK";
"26.02.2024 22:30:00";0,771;"namìøená data OK";
"26.02.2024 22:45:00";0,832;"namìøená data OK";
"26.02.2024 23:00:00";0,644;"namìøená data OK";
"26.02.2024 23:15:00";0,852;"namìøená data OK";
"26.02.2024 23:30:00";0,754;"namìøená data OK";
"26.02.2024 23:45:00";0,743;"namìøená data OK";
"26.02.2024 24:00:00";0,611;"namìøená data OK";
"27.02.2024 00:15:00";0,156;"namìøená data OK";
"27.02.2024 00:30:00";0,16;"namìøená data OK";
"27.02.2024 00:45:00";0,133;"namìøená data OK";
"27.02.2024 01:00:00";0,156;"namìøená data OK";
"27.02.2024 01:15:00";0,123;"namìøená data OK";
"27.02.2024 01:30:00";0,165;"namìøená data OK";
"27.02.2024 01:45:00";0,118;"namìøená data OK";
"27.02.2024 02:00:00";0,169;"namìøená data OK";
"27.02.2024 02:15:00";0,117;"namìøená data OK";
"27.02.2024 02:30:00";0,157;"namìøená data OK";
"27.02.2024 02:45:00";0,129;"namìøená data OK";
"27.02.2024 03:00:00";0,147;"namìøená data OK";
"27.02.2024 03:15:00";0,137;"namìøená data OK";
"27.02.2024 03:30:00";0,135;"namìøená data OK";
"27.02.2024 03:45:00";0,149;"namìøená data OK";
"27.02.2024 04:00:00";0,124;"namìøená data OK";
"27.02.2024 04:15:00";0,157;"namìøená data OK";
"27.02.2024 04:30:00";0,117;"namìøená data OK";
"27.02.2024 04:45:00";0,167;"namìøená data OK";
"27.02.2024 05:00:00";0,116;"namìøená data OK";
"27.02.2024 05:15:00";0,157;"namìøená data OK";
"27.02.2024 05:30:00";0,123;"namìøená data OK";
"27.02.2024 05:45:00";0,146;"namìøená data OK";
"27.02.2024 06:00:00";0,146;"namìøená data OK";
"27.02.2024 06:15:00";1,176;"namìøená data OK";
"27.02.2024 06:30:00";2,732;"namìøená data OK";
"27.02.2024 06:45:00";2,981;"namìøená data OK";
"27.02.2024 07:00:00";3,092;"namìøená data OK";
"27.02.2024 07:15:00";2,878;"namìøená data OK";
"27.02.2024 07:30:00";2,073;"namìøená data OK";
"27.02.2024 07:45:00";1,838;"namìøená data OK";
"27.02.2024 08:00:00";1,867;"namìøená data OK";
"27.02.2024 08:15:00";1,853;"namìøená data OK";
"27.02.2024 08:30:00";1,982;"namìøená data OK";
"27.02.2024 08:45:00";2,124;"namìøená data OK";
"27.02.2024 09:00:00";2,21;"namìøená data OK";
