"Datum";"+A/84121509 [kW]";"Status";
"01.01.2025 17:15:00";3,499;"namìøená data OK";
"01.01.2025 17:30:00";3,544;"namìøená data OK";
"01.01.2025 17:45:00";2,135;"namìøená data OK";
"01.01.2025 18:00:00";1,012;"namìøená data OK";
"01.01.2025 18:15:00";2,161;"namìøená data OK";
"01.01.2025 18:30:00";2,904;"namìøená data OK";
"01.01.2025 18:45:00";2,042;"namìøená data OK";
"01.01.2025 19:00:00";2,497;"namìøená data OK";
"01.01.2025 19:15:00";2,092;"namìøená data OK";
"01.01.2025 19:30:00";2,166;"namìøená data OK";
"01.01.2025 19:45:00";2,549;"namìøená data OK";
"01.01.2025 20:00:00";2,053;"namìøená data OK";
"01.01.2025 20:15:00";2,159;"namìøená data OK";
"01.01.2025 20:30:00";2,283;"namìøená data OK";
"01.01.2025 20:45:00";0,883;"namìøená data OK";
"01.01.2025 21:00:00";0,592;"namìøená data OK";
"01.01.2025 21:15:00";0,818;"namìøená data OK";
"01.01.2025 21:30:00";0,195;"namìøená data OK";
"01.01.2025 21:45:00";0,362;"namìøená data OK";
"01.01.2025 22:00:00";0,753;"namìøená data OK";
"01.01.2025 22:15:00";0,725;"namìøená data OK";
"01.01.2025 22:30:00";0,164;"namìøená data OK";
"01.01.2025 22:45:00";0,208;"namìøená data OK";
"01.01.2025 23:00:00";0,162;"namìøená data OK";
"01.01.2025 23:15:00";0,624;"namìøená data OK";
"01.01.2025 23:30:00";1,255;"namìøená data OK";
"01.01.2025 23:45:00";1,58;"namìøená data OK";
"01.01.2025 24:00:00";1,099;"namìøená data OK";
"02.01.2025 00:15:00";1,753;"namìøená data OK";
"02.01.2025 00:30:00";1,499;"namìøená data OK";
"02.01.2025 00:45:00";1,29;"namìøená data OK";
"02.01.2025 01:00:00";0,87;"namìøená data OK";
"02.01.2025 01:15:00";1,205;"namìøená data OK";
"02.01.2025 01:30:00";0,704;"namìøená data OK";
"02.01.2025 01:45:00";0,334;"namìøená data OK";
"02.01.2025 02:00:00";0,563;"namìøená data OK";
"02.01.2025 02:15:00";0,353;"namìøená data OK";
"02.01.2025 02:30:00";0,811;"namìøená data OK";
"02.01.2025 02:45:00";1,953;"namìøená data OK";
"02.01.2025 03:00:00";2,056;"namìøená data OK";
"02.01.2025 03:15:00";2,726;"namìøená data OK";
"02.01.2025 03:30:00";2,548;"namìøená data OK";
"02.01.2025 03:45:00";1,383;"namìøená data OK";
"02.01.2025 04:00:00";0,8;"namìøená data OK";
"02.01.2025 04:15:00";1,376;"namìøená data OK";
"02.01.2025 04:30:00";1,529;"namìøená data OK";
"02.01.2025 04:45:00";0,369;"namìøená data OK";
"02.01.2025 05:00:00";0,474;"namìøená data OK";
"02.01.2025 05:15:00";1,462;"namìøená data OK";
"02.01.2025 05:30:00";1,576;"namìøená data OK";
"02.01.2025 05:45:00";0,799;"namìøená data OK";
"02.01.2025 06:00:00";0,213;"namìøená data OK";
"02.01.2025 06:15:00";0,375;"namìøená data OK";
"02.01.2025 06:30:00";0,715;"namìøená data OK";
"02.01.2025 06:45:00";1,27;"namìøená data OK";
"02.01.2025 07:00:00";2,478;"namìøená data OK";
"02.01.2025 07:15:00";3,006;"namìøená data OK";
"02.01.2025 07:30:00";3,007;"namìøená data OK";
"02.01.2025 07:45:00";2,245;"namìøená data OK";
"02.01.2025 08:00:00";2,436;"namìøená data OK";
"02.01.2025 08:15:00";2,514;"namìøená data OK";
"02.01.2025 08:30:00";3,041;"namìøená data OK";
"02.01.2025 08:45:00";2,864;"namìøená data OK";
"02.01.2025 09:00:00";2,987;"namìøená data OK";
"02.01.2025 09:15:00";2,675;"namìøená data OK";
"02.01.2025 09:30:00";2,15;"namìøená data OK";
"02.01.2025 09:45:00";2,307;"namìøená data OK";
"02.01.2025 10:00:00";1,845;"namìøená data OK";
"02.01.2025 10:15:00";2,136;"namìøená data OK";
"02.01.2025 10:30:00";1,551;"namìøená data OK";
"02.01.2025 10:45:00";1,463;"namìøená data OK";
"02.01.2025 11:00:00";0,349;"namìøená data OK";
"02.01.2025 11:15:00";0,193;"namìøená data OK";
"02.01.2025 11:30:00";0,126;"namìøená data OK";
"02.01.2025 11:45:00";0,121;"namìøená data OK";
"02.01.2025 12:00:00";0,142;"namìøená data OK";
"02.01.2025 12:15:00";0,702;"namìøená data OK";
"02.01.2025 12:30:00";2,659;"namìøená data OK";
"02.01.2025 12:45:00";2,229;"namìøená data OK";
"02.01.2025 13:00:00";1,937;"namìøená data OK";
"02.01.2025 13:15:00";1,883;"namìøená data OK";
"02.01.2025 13:30:00";2,754;"namìøená data OK";
"02.01.2025 13:45:00";3,472;"namìøená data OK";
"02.01.2025 14:00:00";2,462;"namìøená data OK";
"02.01.2025 14:15:00";2,093;"namìøená data OK";
"02.01.2025 14:30:00";0,83;"namìøená data OK";
"02.01.2025 14:45:00";0,681;"namìøená data OK";
"02.01.2025 15:00:00";0,671;"namìøená data OK";
"02.01.2025 15:15:00";0,145;"namìøená data OK";
"02.01.2025 15:30:00";0,121;"namìøená data OK";
"02.01.2025 15:45:00";0,516;"namìøená data OK";
"02.01.2025 16:00:00";2,419;"namìøená data OK";
"02.01.2025 16:15:00";3,189;"namìøená data OK";
"02.01.2025 16:30:00";2,594;"namìøená data OK";
"02.01.2025 16:45:00";2,383;"namìøená data OK";
"02.01.2025 17:00:00";2,541;"namìøená data OK";
"02.01.2025 17:15:00";5,432;"namìøená data OK";
"02.01.2025 17:30:00";4,251;"namìøená data OK";
"02.01.2025 17:45:00";3,374;"namìøená data OK";
"02.01.2025 18:00:00";0,621;"namìøená data OK";
"02.01.2025 18:15:00";0,641;"namìøená data OK";
"02.01.2025 18:30:00";0,599;"namìøená data OK";
"02.01.2025 18:45:00";0,385;"namìøená data OK";
"02.01.2025 19:00:00";0,501;"namìøená data OK";
"02.01.2025 19:15:00";1,768;"namìøená data OK";
"02.01.2025 19:30:00";3,828;"namìøená data OK";
"02.01.2025 19:45:00";3,294;"namìøená data OK";
"02.01.2025 20:00:00";2,69;"namìøená data OK";
"02.01.2025 20:15:00";2,412;"namìøená data OK";
"02.01.2025 20:30:00";2,769;"namìøená data OK";
"02.01.2025 20:45:00";2,384;"namìøená data OK";
"02.01.2025 21:00:00";1,028;"namìøená data OK";
"02.01.2025 21:15:00";0,921;"namìøená data OK";
"02.01.2025 21:30:00";1,217;"namìøená data OK";
"02.01.2025 21:45:00";1,528;"namìøená data OK";
"02.01.2025 22:00:00";0,502;"namìøená data OK";
"02.01.2025 22:15:00";0,189;"namìøená data OK";
"02.01.2025 22:30:00";0,173;"namìøená data OK";
"02.01.2025 22:45:00";0,697;"namìøená data OK";
"02.01.2025 23:00:00";0,399;"namìøená data OK";
"02.01.2025 23:15:00";0,212;"namìøená data OK";
"02.01.2025 23:30:00";0,302;"namìøená data OK";
"02.01.2025 23:45:00";0,755;"namìøená data OK";
"02.01.2025 24:00:00";0,175;"namìøená data OK";
"03.01.2025 00:15:00";0,254;"namìøená data OK";
"03.01.2025 00:30:00";1,514;"namìøená data OK";
"03.01.2025 00:45:00";1,059;"namìøená data OK";
"03.01.2025 01:00:00";0,506;"namìøená data OK";
"03.01.2025 01:15:00";0,137;"namìøená data OK";
"03.01.2025 01:30:00";0,764;"namìøená data OK";
"03.01.2025 01:45:00";1,553;"namìøená data OK";
"03.01.2025 02:00:00";0,872;"namìøená data OK";
"03.01.2025 02:15:00";0,635;"namìøená data OK";
"03.01.2025 02:30:00";0,387;"namìøená data OK";
"03.01.2025 02:45:00";0,581;"namìøená data OK";
"03.01.2025 03:00:00";2,72;"namìøená data OK";
"03.01.2025 03:15:00";3,608;"namìøená data OK";
"03.01.2025 03:30:00";2,869;"namìøená data OK";
"03.01.2025 03:45:00";3,189;"namìøená data OK";
"03.01.2025 04:00:00";2,092;"namìøená data OK";
"03.01.2025 04:15:00";0,609;"namìøená data OK";
"03.01.2025 04:30:00";0,178;"namìøená data OK";
"03.01.2025 04:45:00";0,504;"namìøená data OK";
"03.01.2025 05:00:00";0,239;"namìøená data OK";
"03.01.2025 05:15:00";0,133;"namìøená data OK";
"03.01.2025 05:30:00";0,868;"namìøená data OK";
"03.01.2025 05:45:00";1,495;"namìøená data OK";
"03.01.2025 06:00:00";1,621;"namìøená data OK";
"03.01.2025 06:15:00";0,442;"namìøená data OK";
"03.01.2025 06:30:00";0,385;"namìøená data OK";
"03.01.2025 06:45:00";1,055;"namìøená data OK";
"03.01.2025 07:00:00";1,268;"namìøená data OK";
"03.01.2025 07:15:00";2,973;"namìøená data OK";
"03.01.2025 07:30:00";3,367;"namìøená data OK";
"03.01.2025 07:45:00";2,334;"namìøená data OK";
"03.01.2025 08:00:00";2,236;"namìøená data OK";
"03.01.2025 08:15:00";2,635;"namìøená data OK";
"03.01.2025 08:30:00";3,221;"namìøená data OK";
"03.01.2025 08:45:00";2,26;"namìøená data OK";
"03.01.2025 09:00:00";1,932;"namìøená data OK";
"03.01.2025 09:15:00";1,466;"namìøená data OK";
"03.01.2025 09:30:00";2,34;"namìøená data OK";
"03.01.2025 09:45:00";2,507;"namìøená data OK";
"03.01.2025 10:00:00";2,25;"namìøená data OK";
"03.01.2025 10:15:00";1,78;"namìøená data OK";
"03.01.2025 10:30:00";0,67;"namìøená data OK";
"03.01.2025 10:45:00";0,684;"namìøená data OK";
"03.01.2025 11:00:00";0,282;"namìøená data OK";
"03.01.2025 11:15:00";0,146;"namìøená data OK";
"03.01.2025 11:30:00";0,279;"namìøená data OK";
"03.01.2025 11:45:00";0,18;"namìøená data OK";
"03.01.2025 12:00:00";0,206;"namìøená data OK";
"03.01.2025 12:15:00";0,87;"namìøená data OK";
"03.01.2025 12:30:00";1,546;"namìøená data OK";
"03.01.2025 12:45:00";2,371;"namìøená data OK";
"03.01.2025 13:00:00";1,737;"namìøená data OK";
"03.01.2025 13:15:00";1,424;"namìøená data OK";
"03.01.2025 13:30:00";1,499;"namìøená data OK";
"03.01.2025 13:45:00";0,916;"namìøená data OK";
"03.01.2025 14:00:00";0,033;"namìøená data OK";
"03.01.2025 14:15:00";0,156;"namìøená data OK";
"03.01.2025 14:30:00";0,404;"namìøená data OK";
"03.01.2025 14:45:00";0,889;"namìøená data OK";
"03.01.2025 15:00:00";1,248;"namìøená data OK";
"03.01.2025 15:15:00";1,036;"namìøená data OK";
"03.01.2025 15:30:00";0,873;"namìøená data OK";
"03.01.2025 15:45:00";2,094;"namìøená data OK";
"03.01.2025 16:00:00";3,137;"namìøená data OK";
"03.01.2025 16:15:00";2,011;"namìøená data OK";
"03.01.2025 16:30:00";2,588;"namìøená data OK";
"03.01.2025 16:45:00";2,104;"namìøená data OK";
"03.01.2025 17:00:00";2,657;"namìøená data OK";
"03.01.2025 17:15:00";5,675;"namìøená data OK";
"03.01.2025 17:30:00";4,425;"namìøená data OK";
"03.01.2025 17:45:00";2,871;"namìøená data OK";
"03.01.2025 18:00:00";3,639;"namìøená data OK";
"03.01.2025 18:15:00";3,105;"namìøená data OK";
"03.01.2025 18:30:00";3,796;"namìøená data OK";
"03.01.2025 18:45:00";1,078;"namìøená data OK";
"03.01.2025 19:00:00";1,389;"namìøená data OK";
"03.01.2025 19:15:00";2,871;"namìøená data OK";
"03.01.2025 19:30:00";3,583;"namìøená data OK";
"03.01.2025 19:45:00";2,703;"namìøená data OK";
"03.01.2025 20:00:00";2,341;"namìøená data OK";
"03.01.2025 20:15:00";2,675;"namìøená data OK";
"03.01.2025 20:30:00";3,246;"namìøená data OK";
"03.01.2025 20:45:00";2,317;"namìøená data OK";
"03.01.2025 21:00:00";1,292;"namìøená data OK";
"03.01.2025 21:15:00";1,292;"namìøená data OK";
"03.01.2025 21:30:00";1,642;"namìøená data OK";
"03.01.2025 21:45:00";1,213;"namìøená data OK";
"03.01.2025 22:00:00";0,464;"namìøená data OK";
"03.01.2025 22:15:00";0,363;"namìøená data OK";
"03.01.2025 22:30:00";0,255;"namìøená data OK";
"03.01.2025 22:45:00";0,414;"namìøená data OK";
"03.01.2025 23:00:00";0,287;"namìøená data OK";
"03.01.2025 23:15:00";0,352;"namìøená data OK";
"03.01.2025 23:30:00";0,636;"namìøená data OK";
"03.01.2025 23:45:00";0,376;"namìøená data OK";
"03.01.2025 24:00:00";0,472;"namìøená data OK";
"04.01.2025 00:15:00";1,216;"namìøená data OK";
"04.01.2025 00:30:00";0,817;"namìøená data OK";
"04.01.2025 00:45:00";0,585;"namìøená data OK";
"04.01.2025 01:00:00";0,85;"namìøená data OK";
"04.01.2025 01:15:00";0,986;"namìøená data OK";
"04.01.2025 01:30:00";0,707;"namìøená data OK";
"04.01.2025 01:45:00";1,415;"namìøená data OK";
"04.01.2025 02:00:00";1,506;"namìøená data OK";
"04.01.2025 02:15:00";0,871;"namìøená data OK";
"04.01.2025 02:30:00";1,719;"namìøená data OK";
"04.01.2025 02:45:00";3,717;"namìøená data OK";
"04.01.2025 03:00:00";3,912;"namìøená data OK";
"04.01.2025 03:15:00";2,081;"namìøená data OK";
"04.01.2025 03:30:00";1,937;"namìøená data OK";
"04.01.2025 03:45:00";1,177;"namìøená data OK";
"04.01.2025 04:00:00";1,071;"namìøená data OK";
"04.01.2025 04:15:00";1,448;"namìøená data OK";
"04.01.2025 04:30:00";1,357;"namìøená data OK";
"04.01.2025 04:45:00";1,259;"namìøená data OK";
"04.01.2025 05:00:00";0,642;"namìøená data OK";
"04.01.2025 05:15:00";0,281;"namìøená data OK";
"04.01.2025 05:30:00";0,631;"namìøená data OK";
"04.01.2025 05:45:00";0,419;"namìøená data OK";
"04.01.2025 06:00:00";0,149;"namìøená data OK";
"04.01.2025 06:15:00";0,225;"namìøená data OK";
"04.01.2025 06:30:00";0,6;"namìøená data OK";
"04.01.2025 06:45:00";0,843;"namìøená data OK";
"04.01.2025 07:00:00";2,802;"namìøená data OK";
"04.01.2025 07:15:00";3,367;"namìøená data OK";
"04.01.2025 07:30:00";3,275;"namìøená data OK";
"04.01.2025 07:45:00";2,431;"namìøená data OK";
"04.01.2025 08:00:00";2,366;"namìøená data OK";
"04.01.2025 08:15:00";3,368;"namìøená data OK";
"04.01.2025 08:30:00";3,021;"namìøená data OK";
"04.01.2025 08:45:00";1,525;"namìøená data OK";
"04.01.2025 09:00:00";1,276;"namìøená data OK";
"04.01.2025 09:15:00";1,013;"namìøená data OK";
"04.01.2025 09:30:00";1,124;"namìøená data OK";
"04.01.2025 09:45:00";2,234;"namìøená data OK";
"04.01.2025 10:00:00";2,298;"namìøená data OK";
"04.01.2025 10:15:00";1,318;"namìøená data OK";
"04.01.2025 10:30:00";0,483;"namìøená data OK";
"04.01.2025 10:45:00";0,076;"namìøená data OK";
"04.01.2025 11:00:00";0,162;"namìøená data OK";
"04.01.2025 11:15:00";0,16;"namìøená data OK";
"04.01.2025 11:30:00";0,413;"namìøená data OK";
"04.01.2025 11:45:00";2,864;"namìøená data OK";
"04.01.2025 12:00:00";4,377;"namìøená data OK";
"04.01.2025 12:15:00";1,209;"namìøená data OK";
"04.01.2025 12:30:00";1,262;"namìøená data OK";
"04.01.2025 12:45:00";2,141;"namìøená data OK";
"04.01.2025 13:00:00";2,686;"namìøená data OK";
"04.01.2025 13:15:00";2,654;"namìøená data OK";
"04.01.2025 13:30:00";1,948;"namìøená data OK";
"04.01.2025 13:45:00";0,248;"namìøená data OK";
"04.01.2025 14:00:00";0,418;"namìøená data OK";
"04.01.2025 14:15:00";0,316;"namìøená data OK";
"04.01.2025 14:30:00";0,698;"namìøená data OK";
"04.01.2025 14:45:00";0,602;"namìøená data OK";
"04.01.2025 15:00:00";0,176;"namìøená data OK";
"04.01.2025 15:15:00";0,564;"namìøená data OK";
"04.01.2025 15:30:00";0,109;"namìøená data OK";
"04.01.2025 15:45:00";0,185;"namìøená data OK";
"04.01.2025 16:00:00";1,141;"namìøená data OK";
"04.01.2025 16:15:00";3,451;"namìøená data OK";
"04.01.2025 16:30:00";3,838;"namìøená data OK";
"04.01.2025 16:45:00";2,644;"namìøená data OK";
"04.01.2025 17:00:00";2,349;"namìøená data OK";
"04.01.2025 17:15:00";5,86;"namìøená data OK";
"04.01.2025 17:30:00";5,874;"namìøená data OK";
"04.01.2025 17:45:00";4,469;"namìøená data OK";
"04.01.2025 18:00:00";5,182;"namìøená data OK";
"04.01.2025 18:15:00";6,605;"namìøená data OK";
"04.01.2025 18:30:00";10,389;"namìøená data OK";
"04.01.2025 18:45:00";8,386;"namìøená data OK";
"04.01.2025 19:00:00";6,1;"namìøená data OK";
"04.01.2025 19:15:00";7,45;"namìøená data OK";
"04.01.2025 19:30:00";6,206;"namìøená data OK";
"04.01.2025 19:45:00";6,186;"namìøená data OK";
"04.01.2025 20:00:00";5,679;"namìøená data OK";
"04.01.2025 20:15:00";2,562;"namìøená data OK";
"04.01.2025 20:30:00";4,187;"namìøená data OK";
"04.01.2025 20:45:00";4,757;"namìøená data OK";
"04.01.2025 21:00:00";1,841;"namìøená data OK";
"04.01.2025 21:15:00";1,247;"namìøená data OK";
"04.01.2025 21:30:00";0,879;"namìøená data OK";
"04.01.2025 21:45:00";1,451;"namìøená data OK";
"04.01.2025 22:00:00";1,767;"namìøená data OK";
"04.01.2025 22:15:00";1,289;"namìøená data OK";
"04.01.2025 22:30:00";0,876;"namìøená data OK";
"04.01.2025 22:45:00";1,085;"namìøená data OK";
"04.01.2025 23:00:00";0,268;"namìøená data OK";
"04.01.2025 23:15:00";0,24;"namìøená data OK";
"04.01.2025 23:30:00";0,239;"namìøená data OK";
"04.01.2025 23:45:00";0,226;"namìøená data OK";
"04.01.2025 24:00:00";0,279;"namìøená data OK";
"05.01.2025 00:15:00";0,532;"namìøená data OK";
"05.01.2025 00:30:00";0,653;"namìøená data OK";
"05.01.2025 00:45:00";0,213;"namìøená data OK";
"05.01.2025 01:00:00";1,067;"namìøená data OK";
"05.01.2025 01:15:00";1,077;"namìøená data OK";
"05.01.2025 01:30:00";0,78;"namìøená data OK";
"05.01.2025 01:45:00";0,344;"namìøená data OK";
"05.01.2025 02:00:00";0,51;"namìøená data OK";
"05.01.2025 02:15:00";0,503;"namìøená data OK";
"05.01.2025 02:30:00";1,223;"namìøená data OK";
"05.01.2025 02:45:00";1,667;"namìøená data OK";
"05.01.2025 03:00:00";1,165;"namìøená data OK";
"05.01.2025 03:15:00";0,809;"namìøená data OK";
"05.01.2025 03:30:00";1,04;"namìøená data OK";
"05.01.2025 03:45:00";0,672;"namìøená data OK";
"05.01.2025 04:00:00";2,515;"namìøená data OK";
"05.01.2025 04:15:00";3,197;"namìøená data OK";
"05.01.2025 04:30:00";2,408;"namìøená data OK";
"05.01.2025 04:45:00";1,943;"namìøená data OK";
"05.01.2025 05:00:00";1,23;"namìøená data OK";
"05.01.2025 05:15:00";0,158;"namìøená data OK";
"05.01.2025 05:30:00";1,316;"namìøená data OK";
"05.01.2025 05:45:00";1,246;"namìøená data OK";
"05.01.2025 06:00:00";0,791;"namìøená data OK";
"05.01.2025 06:15:00";0,377;"namìøená data OK";
"05.01.2025 06:30:00";0,301;"namìøená data OK";
"05.01.2025 06:45:00";0,838;"namìøená data OK";
"05.01.2025 07:00:00";0,833;"namìøená data OK";
"05.01.2025 07:15:00";2,479;"namìøená data OK";
"05.01.2025 07:30:00";3,24;"namìøená data OK";
"05.01.2025 07:45:00";3,162;"namìøená data OK";
"05.01.2025 08:00:00";2,384;"namìøená data OK";
"05.01.2025 08:15:00";2,012;"namìøená data OK";
"05.01.2025 08:30:00";2,934;"namìøená data OK";
"05.01.2025 08:45:00";3,883;"namìøená data OK";
"05.01.2025 09:00:00";3,389;"namìøená data OK";
"05.01.2025 09:15:00";3,033;"namìøená data OK";
"05.01.2025 09:30:00";3,754;"namìøená data OK";
"05.01.2025 09:45:00";3,117;"namìøená data OK";
"05.01.2025 10:00:00";1,881;"namìøená data OK";
"05.01.2025 10:15:00";1,958;"namìøená data OK";
"05.01.2025 10:30:00";0,857;"namìøená data OK";
"05.01.2025 10:45:00";1,276;"namìøená data OK";
"05.01.2025 11:00:00";0,359;"namìøená data OK";
"05.01.2025 11:15:00";1,617;"namìøená data OK";
"05.01.2025 11:30:00";3,186;"namìøená data OK";
"05.01.2025 11:45:00";1,531;"namìøená data OK";
"05.01.2025 12:00:00";2,192;"namìøená data OK";
"05.01.2025 12:15:00";2,897;"namìøená data OK";
"05.01.2025 12:30:00";2,904;"namìøená data OK";
"05.01.2025 12:45:00";3,849;"namìøená data OK";
"05.01.2025 13:00:00";3,96;"namìøená data OK";
"05.01.2025 13:15:00";3,169;"namìøená data OK";
"05.01.2025 13:30:00";2,069;"namìøená data OK";
"05.01.2025 13:45:00";2,649;"namìøená data OK";
"05.01.2025 14:00:00";1,901;"namìøená data OK";
"05.01.2025 14:15:00";1,549;"namìøená data OK";
"05.01.2025 14:30:00";2,238;"namìøená data OK";
"05.01.2025 14:45:00";0,861;"namìøená data OK";
"05.01.2025 15:00:00";0,434;"namìøená data OK";
"05.01.2025 15:15:00";1,794;"namìøená data OK";
"05.01.2025 15:30:00";2,398;"namìøená data OK";
"05.01.2025 15:45:00";2,444;"namìøená data OK";
"05.01.2025 16:00:00";2,928;"namìøená data OK";
"05.01.2025 16:15:00";3,839;"namìøená data OK";
"05.01.2025 16:30:00";4,052;"namìøená data OK";
"05.01.2025 16:45:00";2,645;"namìøená data OK";
"05.01.2025 17:00:00";2,001;"namìøená data OK";
"05.01.2025 17:15:00";4,549;"namìøená data OK";
"05.01.2025 17:30:00";5,391;"namìøená data OK";
"05.01.2025 17:45:00";4,819;"namìøená data OK";
"05.01.2025 18:00:00";4,751;"namìøená data OK";
"05.01.2025 18:15:00";5,094;"namìøená data OK";
"05.01.2025 18:30:00";5,919;"namìøená data OK";
"05.01.2025 18:45:00";5,573;"namìøená data OK";
"05.01.2025 19:00:00";4,833;"namìøená data OK";
"05.01.2025 19:15:00";5,056;"namìøená data OK";
"05.01.2025 19:30:00";5,397;"namìøená data OK";
"05.01.2025 19:45:00";4,422;"namìøená data OK";
"05.01.2025 20:00:00";4,736;"namìøená data OK";
"05.01.2025 20:15:00";1,176;"namìøená data OK";
"05.01.2025 20:30:00";0,717;"namìøená data OK";
"05.01.2025 20:45:00";0,195;"namìøená data OK";
"05.01.2025 21:00:00";0,244;"namìøená data OK";
"05.01.2025 21:15:00";0,227;"namìøená data OK";
"05.01.2025 21:30:00";0,191;"namìøená data OK";
"05.01.2025 21:45:00";0,227;"namìøená data OK";
"05.01.2025 22:00:00";0,183;"namìøená data OK";
"05.01.2025 22:15:00";0,224;"namìøená data OK";
"05.01.2025 22:30:00";0,172;"namìøená data OK";
"05.01.2025 22:45:00";0,222;"namìøená data OK";
"05.01.2025 23:00:00";0,226;"namìøená data OK";
"05.01.2025 23:15:00";0,304;"namìøená data OK";
"05.01.2025 23:30:00";0,256;"namìøená data OK";
"05.01.2025 23:45:00";0,194;"namìøená data OK";
"05.01.2025 24:00:00";0,229;"namìøená data OK";
"06.01.2025 00:15:00";0,153;"namìøená data OK";
"06.01.2025 00:30:00";0,223;"namìøená data OK";
"06.01.2025 00:45:00";0,148;"namìøená data OK";
"06.01.2025 01:00:00";0,357;"namìøená data OK";
"06.01.2025 01:15:00";0,509;"namìøená data OK";
"06.01.2025 01:30:00";0,866;"namìøená data OK";
"06.01.2025 01:45:00";1,089;"namìøená data OK";
"06.01.2025 02:00:00";0,273;"namìøená data OK";
"06.01.2025 02:15:00";0,207;"namìøená data OK";
"06.01.2025 02:30:00";0,153;"namìøená data OK";
"06.01.2025 02:45:00";0,2;"namìøená data OK";
"06.01.2025 03:00:00";0,166;"namìøená data OK";
"06.01.2025 03:15:00";0,473;"namìøená data OK";
"06.01.2025 03:30:00";0,386;"namìøená data OK";
"06.01.2025 03:45:00";0,165;"namìøená data OK";
"06.01.2025 04:00:00";0,195;"namìøená data OK";
"06.01.2025 04:15:00";0,153;"namìøená data OK";
"06.01.2025 04:30:00";0,203;"namìøená data OK";
