"Datum";"+A/84121509 [kW]";"Status";
01.01.2023 14:45;0;namìøená data OK;
01.01.2023 15:00;0.006;namìøená data OK;
01.01.2023 15:15;0.027;namìøená data OK;
01.01.2023 15:30;0.131;namìøená data OK;
01.01.2023 15:45;1.676;namìøená data OK;
01.01.2023 16:00;1.073;namìøená data OK;
01.01.2023 16:15;0.418;namìøená data OK;
01.01.2023 16:30;0.42;namìøená data OK;
01.01.2023 16:45;3.778;namìøená data OK;
01.01.2023 17:00;3.878;namìøená data OK;
01.01.2023 17:15;3.632;namìøená data OK;
01.01.2023 17:30;3.567;namìøená data OK;
01.01.2023 17:45;3.573;namìøená data OK;
01.01.2023 18:00;1.866;namìøená data OK;
01.01.2023 18:15;0.258;namìøená data OK;
01.01.2023 18:30;0.541;namìøená data OK;
01.01.2023 18:45;1.114;namìøená data OK;
01.01.2023 19:00;0.625;namìøená data OK;
01.01.2023 19:15;0.26;namìøená data OK;
01.01.2023 19:30;0.321;namìøená data OK;
01.01.2023 19:45;0.547;namìøená data OK;
01.01.2023 20:00;0.952;namìøená data OK;
01.01.2023 20:15;1.192;namìøená data OK;
01.01.2023 20:30;0.62;namìøená data OK;
01.01.2023 20:45;0.586;namìøená data OK;
01.01.2023 21:00;0.754;namìøená data OK;
01.01.2023 21:15;0.831;namìøená data OK;
01.01.2023 21:30;0.67;namìøená data OK;
01.01.2023 21:45;0.593;namìøená data OK;
01.01.2023 22:00;0.692;namìøená data OK;
01.01.2023 22:15;0.525;namìøená data OK;
01.01.2023 22:30;0.712;namìøená data OK;
01.01.2023 22:45;0.492;namìøená data OK;
01.01.2023 23:00;0.198;namìøená data OK;
01.01.2023 23:15;0.284;namìøená data OK;
01.01.2023 23:30;0.271;namìøená data OK;
01.01.2023 23:45;0.222;namìøená data OK;
02.01.2023 00:00;0.261;namìøená data OK;
02.01.2023 00:15;0.148;namìøená data OK;
02.01.2023 00:30;0.164;namìøená data OK;
02.01.2023 00:45;0.118;namìøená data OK;
02.01.2023 01:00;0.162;namìøená data OK;
02.01.2023 01:15;0.117;namìøená data OK;
02.01.2023 01:30;0.161;namìøená data OK;
02.01.2023 01:45;0.116;namìøená data OK;
02.01.2023 02:00;0.158;namìøená data OK;
02.01.2023 02:15;0.119;namìøená data OK;
02.01.2023 02:30;0.154;namìøená data OK;
02.01.2023 02:45;0.12;namìøená data OK;
02.01.2023 03:00;0.148;namìøená data OK;
02.01.2023 03:15;0.123;namìøená data OK;
02.01.2023 03:30;0.144;namìøená data OK;
02.01.2023 03:45;0.129;namìøená data OK;
02.01.2023 04:00;0.136;namìøená data OK;
02.01.2023 04:15;0.133;namìøená data OK;
02.01.2023 04:30;0.128;namìøená data OK;
02.01.2023 04:45;0.141;namìøená data OK;
02.01.2023 05:00;0.116;namìøená data OK;
02.01.2023 05:15;0.155;namìøená data OK;
02.01.2023 05:30;0.114;namìøená data OK;
02.01.2023 05:45;0.147;namìøená data OK;
02.01.2023 06:00;0.123;namìøená data OK;
02.01.2023 06:15;0.164;namìøená data OK;
02.01.2023 06:30;0.169;namìøená data OK;
02.01.2023 06:45;0.139;namìøená data OK;
02.01.2023 07:00;0.192;namìøená data OK;
02.01.2023 07:15;0.169;namìøená data OK;
02.01.2023 07:30;0.294;namìøená data OK;
02.01.2023 07:45;0.256;namìøená data OK;
02.01.2023 08:00;0.335;namìøená data OK;
02.01.2023 08:15;3.67;namìøená data OK;
02.01.2023 08:30;3.462;namìøená data OK;
02.01.2023 08:45;0.026;namìøená data OK;
02.01.2023 09:00;0.223;namìøená data OK;
02.01.2023 09:15;0.077;namìøená data OK;
02.01.2023 09:30;0.119;namìøená data OK;
02.01.2023 09:45;0.01;namìøená data OK;
02.01.2023 10:00;0.495;namìøená data OK;
02.01.2023 10:15;3.349;namìøená data OK;
02.01.2023 10:30;2.379;namìøená data OK;
02.01.2023 10:45;2.332;namìøená data OK;
02.01.2023 11:00;1.858;namìøená data OK;
02.01.2023 11:15;1.375;namìøená data OK;
02.01.2023 11:30;1.944;namìøená data OK;
02.01.2023 11:45;2.399;namìøená data OK;
02.01.2023 12:00;2.229;namìøená data OK;
02.01.2023 12:15;1.641;namìøená data OK;
02.01.2023 12:30;1.573;namìøená data OK;
02.01.2023 12:45;1.732;namìøená data OK;
02.01.2023 13:00;1.452;namìøená data OK;
02.01.2023 13:15;1.21;namìøená data OK;
02.01.2023 13:30;0.821;namìøená data OK;
02.01.2023 13:45;0.184;namìøená data OK;
02.01.2023 14:00;0.968;namìøená data OK;
02.01.2023 14:15;0.367;namìøená data OK;
02.01.2023 14:30;0;namìøená data OK;
02.01.2023 14:45;0;namìøená data OK;
02.01.2023 15:00;0.001;namìøená data OK;
02.01.2023 15:15;0.115;namìøená data OK;
02.01.2023 15:30;0.116;namìøená data OK;
02.01.2023 15:45;0.246;namìøená data OK;
02.01.2023 16:00;0.251;namìøená data OK;
02.01.2023 16:15;0.225;namìøená data OK;
02.01.2023 16:30;1.312;namìøená data OK;
02.01.2023 16:45;4.534;namìøená data OK;
02.01.2023 17:00;4;namìøená data OK;
02.01.2023 17:15;3.797;namìøená data OK;
02.01.2023 17:30;1.895;namìøená data OK;
02.01.2023 17:45;0.511;namìøená data OK;
02.01.2023 18:00;0.57;namìøená data OK;
02.01.2023 18:15;0.552;namìøená data OK;
02.01.2023 18:30;0.666;namìøená data OK;
02.01.2023 18:45;1.583;namìøená data OK;
02.01.2023 19:00;2.393;namìøená data OK;
02.01.2023 19:15;2.264;namìøená data OK;
02.01.2023 19:30;2.237;namìøená data OK;
02.01.2023 19:45;1.393;namìøená data OK;
02.01.2023 20:00;0.72;namìøená data OK;
02.01.2023 20:15;0.573;namìøená data OK;
02.01.2023 20:30;0.56;namìøená data OK;
02.01.2023 20:45;0.22;namìøená data OK;
02.01.2023 21:00;0.349;namìøená data OK;
02.01.2023 21:15;0.359;namìøená data OK;
02.01.2023 21:30;0.304;namìøená data OK;
02.01.2023 21:45;0.238;namìøená data OK;
02.01.2023 22:00;0.255;namìøená data OK;
02.01.2023 22:15;0.221;namìøená data OK;
02.01.2023 22:30;0.428;namìøená data OK;
02.01.2023 22:45;0.391;namìøená data OK;
02.01.2023 23:00;0.956;namìøená data OK;
02.01.2023 23:15;0.95;namìøená data OK;
02.01.2023 23:30;0.414;namìøená data OK;
02.01.2023 23:45;0.616;namìøená data OK;
03.01.2023 00:00;1.229;namìøená data OK;
03.01.2023 00:15;1.024;namìøená data OK;
03.01.2023 00:30;0.149;namìøená data OK;
03.01.2023 00:45;0.131;namìøená data OK;
03.01.2023 01:00;0.149;namìøená data OK;
03.01.2023 01:15;0.13;namìøená data OK;
03.01.2023 01:30;0.149;namìøená data OK;
03.01.2023 01:45;0.13;namìøená data OK;
03.01.2023 02:00;0.15;namìøená data OK;
03.01.2023 02:15;0.126;namìøená data OK;
03.01.2023 02:30;0.147;namìøená data OK;
03.01.2023 02:45;0.123;namìøená data OK;
03.01.2023 03:00;0.154;namìøená data OK;
03.01.2023 03:15;0.12;namìøená data OK;
03.01.2023 03:30;0.153;namìøená data OK;
03.01.2023 03:45;0.116;namìøená data OK;
03.01.2023 04:00;0.16;namìøená data OK;
03.01.2023 04:15;0.116;namìøená data OK;
03.01.2023 04:30;0.158;namìøená data OK;
03.01.2023 04:45;0.116;namìøená data OK;
03.01.2023 05:00;0.159;namìøená data OK;
03.01.2023 05:15;0.115;namìøená data OK;
03.01.2023 05:30;0.158;namìøená data OK;
03.01.2023 05:45;0.125;namìøená data OK;
03.01.2023 06:00;0.154;namìøená data OK;
03.01.2023 06:15;0.137;namìøená data OK;
03.01.2023 06:30;0.149;namìøená data OK;
03.01.2023 06:45;0.141;namìøená data OK;
03.01.2023 07:00;0.187;namìøená data OK;
03.01.2023 07:15;0.489;namìøená data OK;
03.01.2023 07:30;0.632;namìøená data OK;
03.01.2023 07:45;0.636;namìøená data OK;
03.01.2023 08:00;0.546;namìøená data OK;
03.01.2023 08:15;3.735;namìøená data OK;
03.01.2023 08:30;3.706;namìøená data OK;
03.01.2023 08:45;0.707;namìøená data OK;
03.01.2023 09:00;0.486;namìøená data OK;
03.01.2023 09:15;0.299;namìøená data OK;
03.01.2023 09:30;0.221;namìøená data OK;
03.01.2023 09:45;0.278;namìøená data OK;
03.01.2023 10:00;0.494;namìøená data OK;
03.01.2023 10:15;0.475;namìøená data OK;
03.01.2023 10:30;0.43;namìøená data OK;
03.01.2023 10:45;0.367;namìøená data OK;
03.01.2023 11:00;0.174;namìøená data OK;
03.01.2023 11:15;0.175;namìøená data OK;
03.01.2023 11:30;0.174;namìøená data OK;
03.01.2023 11:45;0.038;namìøená data OK;
03.01.2023 12:00;0;namìøená data OK;
03.01.2023 12:15;0;namìøená data OK;
03.01.2023 12:30;0.001;namìøená data OK;
03.01.2023 12:45;0.235;namìøená data OK;
03.01.2023 13:00;0.04;namìøená data OK;
03.01.2023 13:15;0.197;namìøená data OK;
03.01.2023 13:30;0.164;namìøená data OK;
03.01.2023 13:45;0.289;namìøená data OK;
03.01.2023 14:00;0.25;namìøená data OK;
03.01.2023 14:15;0.279;namìøená data OK;
03.01.2023 14:30;0.187;namìøená data OK;
03.01.2023 14:45;0.183;namìøená data OK;
03.01.2023 15:00;0.171;namìøená data OK;
03.01.2023 15:15;0.111;namìøená data OK;
03.01.2023 15:30;0.18;namìøená data OK;
03.01.2023 15:45;0.192;namìøená data OK;
03.01.2023 16:00;0.211;namìøená data OK;
03.01.2023 16:15;0.236;namìøená data OK;
03.01.2023 16:30;0.494;namìøená data OK;
03.01.2023 16:45;3.978;namìøená data OK;
03.01.2023 17:00;3.925;namìøená data OK;
03.01.2023 17:15;3.986;namìøená data OK;
03.01.2023 17:30;2.628;namìøená data OK;
03.01.2023 17:45;0.534;namìøená data OK;
03.01.2023 18:00;0.886;namìøená data OK;
03.01.2023 18:15;1.43;namìøená data OK;
03.01.2023 18:30;2.529;namìøená data OK;
03.01.2023 18:45;1.949;namìøená data OK;
03.01.2023 19:00;1.342;namìøená data OK;
03.01.2023 19:15;1.398;namìøená data OK;
03.01.2023 19:30;0.445;namìøená data OK;
03.01.2023 19:45;0.467;namìøená data OK;
03.01.2023 20:00;0.528;namìøená data OK;
03.01.2023 20:15;0.423;namìøená data OK;
03.01.2023 20:30;0.229;namìøená data OK;
03.01.2023 20:45;0.253;namìøená data OK;
03.01.2023 21:00;0.264;namìøená data OK;
03.01.2023 21:15;1.631;namìøená data OK;
03.01.2023 21:30;0.919;namìøená data OK;
03.01.2023 21:45;1.913;namìøená data OK;
03.01.2023 22:00;0.26;namìøená data OK;
03.01.2023 22:15;0.82;namìøená data OK;
03.01.2023 22:30;1.324;namìøená data OK;
03.01.2023 22:45;0.255;namìøená data OK;
03.01.2023 23:00;0.299;namìøená data OK;
03.01.2023 23:15;0.27;namìøená data OK;
03.01.2023 23:30;0.192;namìøená data OK;
03.01.2023 23:45;0.192;namìøená data OK;
04.01.2023 00:00;0.212;namìøená data OK;
04.01.2023 00:15;0.128;namìøená data OK;
04.01.2023 00:30;0.145;namìøená data OK;
04.01.2023 00:45;0.122;namìøená data OK;
04.01.2023 01:00;0.153;namìøená data OK;
04.01.2023 01:15;0.116;namìøená data OK;
04.01.2023 01:30;0.162;namìøená data OK;
04.01.2023 01:45;0.116;namìøená data OK;
04.01.2023 02:00;0.163;namìøená data OK;
04.01.2023 02:15;0.119;namìøená data OK;
04.01.2023 02:30;0.162;namìøená data OK;
04.01.2023 02:45;0.125;namìøená data OK;
04.01.2023 03:00;0.148;namìøená data OK;
04.01.2023 03:15;0.139;namìøená data OK;
04.01.2023 03:30;0.133;namìøená data OK;
04.01.2023 03:45;0.156;namìøená data OK;
04.01.2023 04:00;0.122;namìøená data OK;
04.01.2023 04:15;0.159;namìøená data OK;
04.01.2023 04:30;0.128;namìøená data OK;
04.01.2023 04:45;0.141;namìøená data OK;
04.01.2023 05:00;0.143;namìøená data OK;
04.01.2023 05:15;0.124;namìøená data OK;
04.01.2023 05:30;0.161;namìøená data OK;
04.01.2023 05:45;0.119;namìøená data OK;
04.01.2023 06:00;0.152;namìøená data OK;
04.01.2023 06:15;0.136;namìøená data OK;
04.01.2023 06:30;0.129;namìøená data OK;
04.01.2023 06:45;0.148;namìøená data OK;
04.01.2023 07:00;0.153;namìøená data OK;
04.01.2023 07:15;0.4;namìøená data OK;
04.01.2023 07:30;0.544;namìøená data OK;
04.01.2023 07:45;0.664;namìøená data OK;
04.01.2023 08:00;0.324;namìøená data OK;
04.01.2023 08:15;3.38;namìøená data OK;
04.01.2023 08:30;2.655;namìøená data OK;
04.01.2023 08:45;0;namìøená data OK;
04.01.2023 09:00;0;namìøená data OK;
04.01.2023 09:15;0.001;namìøená data OK;
04.01.2023 09:30;0.003;namìøená data OK;
04.01.2023 09:45;0.013;namìøená data OK;
04.01.2023 10:00;0.43;namìøená data OK;
04.01.2023 10:15;0.001;namìøená data OK;
04.01.2023 10:30;0;namìøená data OK;
04.01.2023 10:45;0;namìøená data OK;
04.01.2023 11:00;0;namìøená data OK;
04.01.2023 11:15;0.423;namìøená data OK;
04.01.2023 11:30;0.169;namìøená data OK;
04.01.2023 11:45;0.002;namìøená data OK;
04.01.2023 12:00;0.102;namìøená data OK;
04.01.2023 12:15;0.098;namìøená data OK;
04.01.2023 12:30;0.077;namìøená data OK;
04.01.2023 12:45;0.04;namìøená data OK;
04.01.2023 13:00;0.009;namìøená data OK;
04.01.2023 13:15;0.026;namìøená data OK;
04.01.2023 13:30;0.004;namìøená data OK;
04.01.2023 13:45;0.019;namìøená data OK;
04.01.2023 14:00;0.041;namìøená data OK;
04.01.2023 14:15;0.072;namìøená data OK;
04.01.2023 14:30;0.126;namìøená data OK;
04.01.2023 14:45;0.099;namìøená data OK;
04.01.2023 15:00;0.132;namìøená data OK;
04.01.2023 15:15;0.117;namìøená data OK;
04.01.2023 15:30;0.137;namìøená data OK;
04.01.2023 15:45;0.407;namìøená data OK;
04.01.2023 16:00;0.536;namìøená data OK;
04.01.2023 16:15;0.3;namìøená data OK;
04.01.2023 16:30;0.299;namìøená data OK;
04.01.2023 16:45;3.595;namìøená data OK;
04.01.2023 17:00;0.577;namìøená data OK;
04.01.2023 17:15;0.162;namìøená data OK;
04.01.2023 17:30;0.174;namìøená data OK;
04.01.2023 17:45;0.168;namìøená data OK;
04.01.2023 18:00;0.655;namìøená data OK;
04.01.2023 18:15;1.341;namìøená data OK;
04.01.2023 18:30;0.543;namìøená data OK;
04.01.2023 18:45;0.5;namìøená data OK;
04.01.2023 19:00;0.512;namìøená data OK;
04.01.2023 19:15;0.612;namìøená data OK;
04.01.2023 19:30;0.626;namìøená data OK;
04.01.2023 19:45;0.586;namìøená data OK;
04.01.2023 20:00;0.515;namìøená data OK;
04.01.2023 20:15;0.637;namìøená data OK;
04.01.2023 20:30;0.44;namìøená data OK;
04.01.2023 20:45;0.367;namìøená data OK;
04.01.2023 21:00;0.331;namìøená data OK;
04.01.2023 21:15;0.359;namìøená data OK;
04.01.2023 21:30;0.329;namìøená data OK;
04.01.2023 21:45;0.345;namìøená data OK;
04.01.2023 22:00;0.286;namìøená data OK;
04.01.2023 22:15;0.234;namìøená data OK;
04.01.2023 22:30;0.234;namìøená data OK;
04.01.2023 22:45;0.224;namìøená data OK;
04.01.2023 23:00;0.297;namìøená data OK;
04.01.2023 23:15;0.19;namìøená data OK;
04.01.2023 23:30;0.234;namìøená data OK;
04.01.2023 23:45;0.151;namìøená data OK;
05.01.2023 00:00;0.571;namìøená data OK;
05.01.2023 00:15;2.019;namìøená data OK;
05.01.2023 00:30;1.911;namìøená data OK;
05.01.2023 00:45;1.544;namìøená data OK;
05.01.2023 01:00;1.253;namìøená data OK;
05.01.2023 01:15;0.68;namìøená data OK;
05.01.2023 01:30;0.241;namìøená data OK;
05.01.2023 01:45;0.12;namìøená data OK;
05.01.2023 02:00;0.141;namìøená data OK;
05.01.2023 02:15;0.127;namìøená data OK;
05.01.2023 02:30;0.133;namìøená data OK;
05.01.2023 02:45;0.136;namìøená data OK;
05.01.2023 03:00;0.124;namìøená data OK;
05.01.2023 03:15;0.145;namìøená data OK;
05.01.2023 03:30;0.115;namìøená data OK;
05.01.2023 03:45;0.153;namìøená data OK;
05.01.2023 04:00;0.109;namìøená data OK;
05.01.2023 04:15;0.158;namìøená data OK;
05.01.2023 04:30;0.381;namìøená data OK;
05.01.2023 04:45;0.358;namìøená data OK;
05.01.2023 05:00;0.115;namìøená data OK;
05.01.2023 05:15;0.142;namìøená data OK;
05.01.2023 05:30;0.124;namìøená data OK;
05.01.2023 05:45;0.132;namìøená data OK;
05.01.2023 06:00;0.136;namìøená data OK;
05.01.2023 06:15;0.499;namìøená data OK;
05.01.2023 06:30;0.703;namìøená data OK;
05.01.2023 06:45;0.732;namìøená data OK;
05.01.2023 07:00;1.946;namìøená data OK;
05.01.2023 07:15;2.112;namìøená data OK;
05.01.2023 07:30;2.27;namìøená data OK;
05.01.2023 07:45;2.271;namìøená data OK;
05.01.2023 08:00;2.444;namìøená data OK;
05.01.2023 08:15;0;neznámá hodnota;
05.01.2023 08:30;0;neznámá hodnota;
05.01.2023 08:45;0;neznámá hodnota;
05.01.2023 09:00;0;neznámá hodnota;
05.01.2023 09:15;0.35;namìøená data OK;
05.01.2023 09:30;0.369;namìøená data OK;
05.01.2023 09:45;0.184;namìøená data OK;
05.01.2023 10:00;0.007;namìøená data OK;
05.01.2023 10:15;0.007;namìøená data OK;
05.01.2023 10:30;0.003;namìøená data OK;
05.01.2023 10:45;0.002;namìøená data OK;
05.01.2023 11:00;0;namìøená data OK;
05.01.2023 11:15;0.003;namìøená data OK;
05.01.2023 11:30;0.021;namìøená data OK;
05.01.2023 11:45;0.04;namìøená data OK;
05.01.2023 12:00;0;namìøená data OK;
05.01.2023 12:15;1.668;namìøená data OK;
05.01.2023 12:30;3.246;namìøená data OK;
05.01.2023 12:45;2.903;namìøená data OK;
05.01.2023 13:00;1.557;namìøená data OK;
05.01.2023 13:15;1.154;namìøená data OK;
05.01.2023 13:30;0.704;namìøená data OK;
05.01.2023 13:45;1.488;namìøená data OK;
05.01.2023 14:00;0.008;namìøená data OK;
05.01.2023 14:15;0.002;namìøená data OK;
05.01.2023 14:30;0.033;namìøená data OK;
05.01.2023 14:45;0.695;namìøená data OK;
05.01.2023 15:00;0.005;namìøená data OK;
05.01.2023 15:15;0.175;namìøená data OK;
05.01.2023 15:30;0.061;namìøená data OK;
05.01.2023 15:45;0.08;namìøená data OK;
05.01.2023 16:00;0.143;namìøená data OK;
05.01.2023 16:15;0.243;namìøená data OK;
05.01.2023 16:30;0.3;namìøená data OK;
05.01.2023 16:45;3.637;namìøená data OK;
05.01.2023 17:00;3.638;namìøená data OK;
05.01.2023 17:15;3.688;namìøená data OK;
05.01.2023 17:30;3.641;namìøená data OK;
05.01.2023 17:45;5.478;namìøená data OK;
05.01.2023 18:00;3.901;namìøená data OK;
05.01.2023 18:15;2.767;namìøená data OK;
05.01.2023 18:30;3.177;namìøená data OK;
05.01.2023 18:45;1.548;namìøená data OK;
05.01.2023 19:00;0.607;namìøená data OK;
05.01.2023 19:15;1.951;namìøená data OK;
05.01.2023 19:30;1.128;namìøená data OK;
05.01.2023 19:45;2.593;namìøená data OK;
05.01.2023 20:00;1.095;namìøená data OK;
05.01.2023 20:15;1.071;namìøená data OK;
05.01.2023 20:30;0.69;namìøená data OK;
05.01.2023 20:45;1.647;namìøená data OK;
05.01.2023 21:00;0.293;namìøená data OK;
05.01.2023 21:15;0.275;namìøená data OK;
05.01.2023 21:30;0.28;namìøená data OK;
05.01.2023 21:45;0.253;namìøená data OK;
05.01.2023 22:00;0.27;namìøená data OK;
05.01.2023 22:15;0.237;namìøená data OK;
05.01.2023 22:30;0.684;namìøená data OK;
05.01.2023 22:45;0.38;namìøená data OK;
05.01.2023 23:00;0.339;namìøená data OK;
05.01.2023 23:15;0.205;namìøená data OK;
05.01.2023 23:30;0.703;namìøená data OK;
05.01.2023 23:45;1.037;namìøená data OK;
06.01.2023 00:00;0.914;namìøená data OK;
06.01.2023 00:15;0.123;namìøená data OK;
06.01.2023 00:30;0.156;namìøená data OK;
06.01.2023 00:45;0.132;namìøená data OK;
06.01.2023 01:00;0.149;namìøená data OK;
06.01.2023 01:15;0.137;namìøená data OK;
06.01.2023 01:30;0.136;namìøená data OK;
06.01.2023 01:45;0.139;namìøená data OK;
06.01.2023 02:00;0.126;namìøená data OK;
06.01.2023 02:15;0.147;namìøená data OK;
06.01.2023 02:30;0.119;namìøená data OK;
06.01.2023 02:45;0.155;namìøená data OK;
06.01.2023 03:00;0.114;namìøená data OK;
06.01.2023 03:15;0.158;namìøená data OK;
06.01.2023 03:30;0.18;namìøená data OK;
06.01.2023 03:45;0.719;namìøená data OK;
06.01.2023 04:00;0.636;namìøená data OK;
06.01.2023 04:15;0.146;namìøená data OK;
06.01.2023 04:30;0.123;namìøená data OK;
06.01.2023 04:45;0.135;namìøená data OK;
06.01.2023 05:00;0.131;namìøená data OK;
06.01.2023 05:15;0.126;namìøená data OK;
06.01.2023 05:30;0.909;namìøená data OK;
06.01.2023 05:45;1.011;namìøená data OK;
06.01.2023 06:00;0.589;namìøená data OK;
06.01.2023 06:15;0.33;namìøená data OK;
06.01.2023 06:30;0.42;namìøená data OK;
06.01.2023 06:45;0.461;namìøená data OK;
06.01.2023 07:00;1.935;namìøená data OK;
06.01.2023 07:15;2.26;namìøená data OK;
06.01.2023 07:30;2.377;namìøená data OK;
06.01.2023 07:45;2.149;namìøená data OK;
06.01.2023 08:00;2.246;namìøená data OK;
06.01.2023 08:15;5.889;namìøená data OK;
06.01.2023 08:30;5.498;namìøená data OK;
06.01.2023 08:45;2.2;namìøená data OK;
06.01.2023 09:00;2.1;namìøená data OK;
06.01.2023 09:15;2.054;namìøená data OK;
06.01.2023 09:30;0.381;namìøená data OK;
06.01.2023 09:45;0.027;namìøená data OK;
06.01.2023 10:00;0.001;namìøená data OK;
06.01.2023 10:15;0.054;namìøená data OK;
06.01.2023 10:30;0.026;namìøená data OK;
06.01.2023 10:45;0.027;namìøená data OK;
06.01.2023 11:00;0.005;namìøená data OK;
06.01.2023 11:15;0.056;namìøená data OK;
06.01.2023 11:30;1.672;namìøená data OK;
06.01.2023 11:45;2.504;namìøená data OK;
06.01.2023 12:00;1.454;namìøená data OK;
06.01.2023 12:15;1.409;namìøená data OK;
06.01.2023 12:30;1.611;namìøená data OK;
06.01.2023 12:45;1.658;namìøená data OK;
06.01.2023 13:00;1.744;namìøená data OK;
06.01.2023 13:15;1.389;namìøená data OK;
06.01.2023 13:30;0.009;namìøená data OK;
06.01.2023 13:45;0.098;namìøená data OK;
06.01.2023 14:00;0.033;namìøená data OK;
06.01.2023 14:15;0.016;namìøená data OK;
06.01.2023 14:30;0.052;namìøená data OK;
06.01.2023 14:45;0.111;namìøená data OK;
06.01.2023 15:00;0.118;namìøená data OK;
06.01.2023 15:15;0.111;namìøená data OK;
06.01.2023 15:30;0.324;namìøená data OK;
06.01.2023 15:45;0.369;namìøená data OK;
06.01.2023 16:00;0.529;namìøená data OK;
06.01.2023 16:15;0.947;namìøená data OK;
06.01.2023 16:30;2.124;namìøená data OK;
06.01.2023 16:45;5.535;namìøená data OK;
06.01.2023 17:00;5.91;namìøená data OK;
06.01.2023 17:15;5.497;namìøená data OK;
06.01.2023 17:30;4.549;namìøená data OK;
06.01.2023 17:45;4.379;namìøená data OK;
06.01.2023 18:00;5.173;namìøená data OK;
06.01.2023 18:15;1.695;namìøená data OK;
06.01.2023 18:30;0.279;namìøená data OK;
06.01.2023 18:45;0.174;namìøená data OK;
06.01.2023 19:00;0.233;namìøená data OK;
06.01.2023 19:15;0.291;namìøená data OK;
06.01.2023 19:30;0.239;namìøená data OK;
06.01.2023 19:45;0.253;namìøená data OK;
06.01.2023 20:00;0.199;namìøená data OK;
06.01.2023 20:15;0.431;namìøená data OK;
06.01.2023 20:30;1.524;namìøená data OK;
06.01.2023 20:45;1.772;namìøená data OK;
06.01.2023 21:00;0.354;namìøená data OK;
06.01.2023 21:15;0.279;namìøená data OK;
06.01.2023 21:30;0.303;namìøená data OK;
06.01.2023 21:45;0.199;namìøená data OK;
06.01.2023 22:00;0.283;namìøená data OK;
06.01.2023 22:15;0.231;namìøená data OK;
06.01.2023 22:30;0.266;namìøená data OK;
06.01.2023 22:45;0.22;namìøená data OK;
06.01.2023 23:00;0.258;namìøená data OK;
06.01.2023 23:15;0.172;namìøená data OK;
06.01.2023 23:30;0.197;namìøená data OK;
06.01.2023 23:45;0.179;namìøená data OK;
07.01.2023 00:00;0.184;namìøená data OK;
07.01.2023 00:15;0.153;namìøená data OK;
07.01.2023 00:30;0.459;namìøená data OK;
07.01.2023 00:45;1.257;namìøená data OK;
07.01.2023 01:00;1.999;namìøená data OK;
07.01.2023 01:15;0.761;namìøená data OK;
07.01.2023 01:30;0.128;namìøená data OK;
07.01.2023 01:45;0.171;namìøená data OK;
07.01.2023 02:00;0.13;namìøená data OK;
